page,line,text,zh-CN,en,es,es-ES,pt-BR,pt-PT,ja,ru,de,fr,ko,pl,it,nl,tr,th,id,vi,sv,cs
docs/platforms/twitch.md,17,授權完成後，Stream Toolkit 會自動取得所需的存取金鑰。,授权完成后，Stream Toolkit 会自动取得所需的存取金钥。,"Once authorized, Stream Toolkit will automatically obtain the required access token.","Una vez finalizada la autorización, Stream Toolkit obtendrá automáticamente la clave de acceso requerida.","Una vez finalizada la autorización, Stream Toolkit obtendrá automáticamente la clave de acceso requerida.","Após a autorização, o Stream Toolkit obterá automaticamente a chave de acesso necessária.","Após a autorização, o Stream Toolkit obterá automaticamente a chave de acesso necessária.",認証が完了すると、Stream Toolkit は必要なアクセスキーを自動的に取得します。,После завершения авторизации Stream Toolkit автоматически получит необходимый ключ доступа.,Nach erfolgreicher Autorisierung ruft Stream Toolkit automatisch den erforderlichen Zugriffsschlüssel ab.,"Une fois l'autorisation accordée, Stream Toolkit obtiendra automatiquement la clé d'accès requise.",승인이 완료되면 Stream Toolkit이 필요한 액세스 키를 자동으로 가져옵니다.,Po zakończeniu autoryzacji Stream Toolkit automatycznie uzyska wymagany klucz dostępu.,"Una volta completata l'autorizzazione, Stream Toolkit otterrà automaticamente la chiave di accesso richiesta.",Na autorisatie verkrijgt Stream Toolkit automatisch de vereiste toegangssleutel.,Yetkilendirme tamamlandıktan sonra Stream Toolkit gerekli erişim anahtarını otomatik olarak alacaktır.,หลังจากเสร็จสิ้นการตรวจสอบสิทธิ์ Stream Toolkit จะรับคีย์การเข้าถึงที่จำเป็นโดยอัตโนมัติ,"Setelah otorisasi selesai, Stream Toolkit akan otomatis mendapatkan kunci akses yang diperlukan.","Sau khi ủy quyền hoàn tất, Stream Toolkit sẽ tự động lấy khóa truy cập cần thiết.",När auktoriseringen är klar kommer Stream Toolkit automatiskt att hämta den åtkomstnyckel जो krävs.,Po dokončení autorizace Stream Toolkit automaticky získá požadovaný přístupový klíč.
docs/platforms/twitch.md,21,## 常見問題,## 常见问题,## FAQ,## Preguntas frecuentes,## Preguntas frecuentes,## Perguntas Frequentes,## Perguntas Frequentes,## よくある質問,## Часто задаваемые вопросы,## Häufig gestellte Fragen (FAQ),## Questions fréquentes,## 자주 묻는 질문,## Najczęściej zadawane pytania,## Domande frequenti,## Veelgestelde vragen,## Sıkça Sorulan Sorular,## คำถามที่พบบ่อย,## Pertanyaan Umum,## Câu hỏi thường gặp,## Vanliga frågor,## Často kladené otázky
docs/platforms/twitch.md,23,**Q：授權後沒有反應？**,**Q：授权后没有反应？**,**Q: No response after authorization?**,**Q: ¿No hay respuesta después de la autorización?**,**Q: ¿No hay respuesta después de la autorización?**,**Q: Sem resposta após a autorização?**,**Q: Sem resposta após a autorização?**,**Q：認証した後に反応がありません。**,**Q: Нет реакции после авторизации?**,**Q: Keine Reaktion nach der Autorisierung?**,**Q : Pas de réaction après l'autorisation ?**,**Q: 승인 후 아무런 반응이 없나요?**,**Q: Brak reakcji po autoryzacji?**,**Q: Nessuna risposta dopo l'autorizzazione?**,**Q: Geen reactie na autorisatie?**,**Q: Yetkilendirmeden sonra tepki yok mu?**,**Q: หลังจากอนุญาตแล้วไม่มีการตอบสนอง?**,**Q: Tidak ada respons setelah otorisasi?**,**Q: Sau khi ủy quyền không có phản hồi?**,**Q: Ingen reaktion efter auktorisering?**,**Q: Po autorizaci se nic neděje?**
docs/platforms/twitch.md,24,確認瀏覽器沒有封鎖彈出視窗。Stream Toolkit 會開啟一個新視窗完成授權。,确认浏览器没有封锁弹出 status 窗口。Stream Toolkit 会开启一個新窗口完成授权。,Make sure your browser is not blocking pop-up windows. Stream Toolkit will open a new window to complete the authorization.,Asegúrate de que tu navegador no esté bloqueando las ventanas emergentes. Stream Toolkit abrirá una nueva ventana para completar la autorización.,Asegúrate de que tu navegador no esté bloqueando las ventanas emergentes. Stream Toolkit abrirá una nueva ventana para completar la autorización.,Certifique-se de que seu navegador não está bloqueando janelas pop-up. O Stream Toolkit abrirá uma nova janela para concluir a autorização.,Certifique-se de que o seu navegador não está a bloquear janelas pop-up. O Stream Toolkit abrirá uma nova janela para concluir a autorização.,ブラウザでポップアップウィンドウがブロックされていないか確認してください。Stream Toolkit は新しいウィンドウを開いて認証を完了します。,"Убедитесь, что браузер не блокирует всплывающие окна. Stream Toolkit откроет новое окно для завершения авторизации.","Stellen Sie sicher, dass Ihr Browser keine Pop-up-Fenster blockiert. Stream Toolkit öffnet ein neues Fenster, um die Autorisierung abzuschließen.",Vérifiez que votre navigateur ne bloque pas les fenêtres pop-up. Stream Toolkit ouvrira une nouvelle fenêtre pour terminer l'autorisation.,브라우저가 팝업 창을 차단하지 않았는지 확인하세요. Stream Toolkit이 새 창을 열어 승인을 완료합니다.,"Upewnij się, że przeglądarka nie blokuje wyskakujących okienek. Stream Toolkit otworzy nowe okno w celu dokończenia autoryzacji.",Assicurati que il tuo browser non blocchi le finestre pop-up. Stream Toolkit aprirà una nuova finestra per completare l'autorizzazione.,Zorg ervoor dat uw browser geen pop-upvensters blokkeert. Stream Toolkit opent een nieuw venster om de autorisatie te voltooien.,"Tarayıcınızın açılır pencereleri engellemediğinden emin olun. Stream Toolkit, yetkilendirmeyi tamamlamak için yeni bir pencere açacaktır.",ตรวจสอบให้แน่ใจว่าเบราว์เซอร์ไม่ได้บล็อกหน้าต่างป๊อปอัป Stream Toolkit จะเปิดหน้าต่างใหม่เพื่อดำเนินการตรวจสอบสิทธิ์ให้เสร็จสิ้น,Pastikan browser Anda tidak memblokir jendela pop-up. Stream Toolkit akan membuka jendela baru untuk menyelesaikan otorisasi.,Xác nhận trình duyệt không chặn cửa sổ bật lên (pop-up). Stream Toolkit sẽ mở một cửa sổ mới để hoàn tất ủy quyền.,Se till att din webbläsare inte blockerar pop-up-fönster. Stream Toolkit öppnar ett nytt fönster för att slutföra auktoriseringen.,"Ujistěte se, že prohlížeč neblokuje vyskakovací okna. Stream Toolkit otevře nové okno pro dokončení autorizace."
docs/platforms/twitch.md,26,**Q：需要 Twitch 合作夥伴或聯盟主才能用嗎？**,**Q：需要 Twitch 合作伙伴或联盟主才能用吗？**,**Q: Do I need to be a Twitch Partner or Affiliate to use it?**,**Q: ¿Necesito ser Socio o Afiliado de Twitch para usarlo?**,**Q: ¿Necesito ser Socio o Afiliado de Twitch para usarlo?**,**Q: Preciso ser Parceiro ou Afiliado da Twitch para usar?**,**Q: Preciso de ser Parceiro ou Afiliado da Twitch para usar?**,**Q：Twitch パートナーやアフィリエイトである必要がありますか？**,"**Q: Нужно ли быть партнером или компаньоном Twitch, чтобы пользоваться этим?**","**Q: Muss ich ein Twitch-Partner oder -Affiliate sein, um es zu nutzen?**",**Q : Doit-on être Partenaire ou Affilié Twitch pour l'utiliser ?**,**Q: Twitch 파트너나 제휴 회원이어야 사용할 수 있나요?**,"**Q: Czy muszę być Partnerem lub Towarzyszem Twitch, aby z tego korzystać?**",**Q: Devo essere un Partner o un Affiliato di Twitch per usarlo?**,**Q: Moet ik een Twitch-partner of -affiliate zijn om het te gebruiken?**,**Q: Kullanmak için Twitch Ortağı veya İştiraki olmak gerekir mi?**,**Q: จำเป็นต้องเป็นพันธมิตร (Partner) หรือรอยัลตี้ (Affiliate) ของ Twitch ถึงจะใช้ได้ไหม?**,**Q: Apakah harus menjadi Mitra atau Afiliasi Twitch untuk menggunakannya?**,**Q: Có cần là Đối tác (Partner) hoặc Đồng hành (Affiliate) của Twitch mới dùng được không?**,**Q: Måste jag vara Twitch-partner eller Affiliate för att använda det?**,"**Q: Musím být Partnerem nebo Affiliate na Twitchi, abych to mohl používat?**"
docs/platforms/twitch.md,27,不需要。一般帳號也可以使用聊天室功能。訂閱/Bits 目標需要開通訂閱功能。,不需要。一般账号也可以使用聊天室功能。订阅/Bits 目标需要开通订阅功能。,No. Normal accounts can also use the chat features. Subscription/Bits goals require subscription features to be unlocked.,No. Las cuentas normales también pueden usar las funciones de chat. Los objetivos de suscripción/Bits requieren tener habilitadas las funciones de suscripción.,No. Las cuentas normales también pueden usar las funciones de chat. Los objetivos de suscripción/Bits requieren tener habilitadas las funciones de suscripción.,Não. Contas comuns também podem usar os recursos do chat. Metas de inscrição/Bits exigem que as funções de inscrição estejam ativadas.,Não. Contas normais também podem usar as funcionalidades do chat. Metas de subscrição/Bits exigem que as funções de subscrição estejam ativadas.,がいいえ、その必要はありません。一般のアカウントでもチャット機能は利用可能です。サブスク/Bits 目標にはサブスクリプション機能の解放が必要です。,"Нет. Обычные аккаунты также могут использовать функции чата. Для целей по подпискам/Bits необходимо, чтобы на канале была включена возможность подписки.",Nein. Normale Konten können die Chat-Funktionen ebenfalls nutzen. Abonnement-/Bits-Ziele erfordern die Freischaltung der Abonnement-Funktionen.,Non. Les comptes standards peuvent également utiliser les fonctionnalités du chat. Les objectifs d'abonnements/Bits nécessitent l'activation des fonctionnalités d'abonnement.,아닙니다. 일반 계정도 채팅창 기능을 사용할 수 있습니다. 구독/Bits 목표는 구독 기능이 활성화되어 있어야 합니다.,Nie. Zwykłe konta również mogą korzystać z funkcji czatu. Cele dotyczące subskrypcji/Bits wymagają odblokowania funkcji subskrypcji.,No. Anche gli account normali possono usare le funzioni della chat. Gli obiettivi di abbonamento/Bits richiedono l'attivazione delle funzioni di abbonamento.,Nee. Normale accounts kunnen de chatfuncties ook gebruiken. Abonnement-/Bits-doelen vereisen dat abonnementsfuncties zijn ontgrendeld.,Hayır. Normal hesaplar da sohbet özelliklerini kullanabilir. Abonelik/Bits hedefleri için abonelik özelliğinin açık olması gerekir.,ไม่จำเป็นครับ บัญชีทั่วไปก็สามารถใช้ฟังก์ชันแชทได้ ส่วนเป้าหมายการซับสคริปต์/Bits จำเป็นต้องเปิดใช้งานฟังก์ชันซับสคริปต์ก่อน,Tidak. Akun biasa juga dapat menggunakan fitur obrolan. Target langganan/Bits memerlukan fitur langganan yang sudah diaktifkan.,Không cần. Tài khoản thường cũng có thể sử dụng tính năng chat. Mục tiêu Đăng ký (Subscribe)/Bits yêu cầu phải mở khóa tính năng đăng ký.,Nej. Normala konton kan också använda chattfunktionerna. Prenumerations-/Bits-mål kräver att prenumerationsfunktioner är aktiverade.,Ne. Běžné účty mohou funkce chatu používat také. Cíle pro předplatné/Bits vyžadují mít aktivované funkce předplatného.
docs/payments/paypal.md,5,# PayPal 設定,# PayPal 设置,# PayPal Settings,# Configuración de PayPal,# Configuración de PayPal,# Configurações do PayPal,# Definições do PayPal,# PayPal 設定,# Настройка PayPal,# PayPal-Einstellungen,# Paramètres PayPal,# PayPal 설정,# Ustawienia PayPal,# Impostazioni PayPal,# PayPal-instellingen,# PayPal Ayarları,# การตั้งค่า PayPal,# Pengaturan PayPal,# Cài đặt PayPal,# PayPal-inställningar,# Nastavení PayPal
docs/payments/paypal.md,7,Stream Toolkit 使用 Webhook 接收 PayPal 付款通知，不需要填入 API 金鑰。,Stream Toolkit 使用 Webhook 接收 PayPal 付款通知，不需要填入 API 金钥。,"Stream Toolkit uses Webhooks to receive PayPal payment notifications, so there is no need to enter an API key.","Stream Toolkit utiliza Webhooks para recibir notificaciones de pago de PayPal, por lo que no es necesario introducir una clave API.","Stream Toolkit utiliza Webhooks para recibir notificaciones de pago de PayPal, por lo que no es necesario introducir una clave API.","O Stream Toolkit usa Webhooks para receber notificações de pagamento do PayPal, não sendo necessário inserir uma chave API.","O Stream Toolkit usa Webhooks para receber notificações de pagamento do PayPal, não sendo necessário inserir uma chave API.",Stream Toolkit は Webhook を使用して PayPal の決済通知を受信するため、API キーを入力する必要はありません。,"Stream Toolkit использует Webhook для получения уведомлений о платежах PayPal, поэтому вводить API-ключ не требуется.","Stream Toolkit verwendet Webhooks, um PayPal-Zahlungsbenachrichtigungen zu erhalten, sodass kein API-Schlüssel eingegeben werden muss.","Stream Toolkit utilise des Webhooks pour recevoir les notifications de paiement PayPal, il n'est donc pas nécessaire de saisir une clé API.",Stream Toolkit은 Webhook을 통해 PayPal 결제 알림을 수신하므로 API 키를 입력할 필요가 없습니다.,"Stream Toolkit używa Webhooków do odbierania powiadomień o płatnościach PayPal, więc nie ma potrzeby wprowadzania klucza API.","Stream Toolkit utilizza i Webhook para ricevere le notifiche di pagamento di PayPal, quindi non è necessario inserire una chiave API.","Stream Toolkit gebruikt Webhooks om PayPal-betalingsmeldingen te ontvangen, dus het is nie nodig om een API-sleutel in te vullen.","Stream Toolkit, PayPal ödeme bildirimlerini almak için Webhook kullanır, bu nedenle bir API anahtarı girmeniz gerekmez.",Stream Toolkit ใช้ Webhook ในการรับการแจ้งเตือนการชำระเงินของ PayPal ดังนั้นจึงไม่จำเป็นต้องกรอกคีย์ API,"Stream Toolkit menggunakan Webhook untuk menerima notifikasi pembayaran PayPal, sehingga tidak perlu memasukkan kunci API.","Stream Toolkit sử dụng Webhook để nhận thông báo thanh toán từ PayPal, vì vậy không cần phải điền khóa API.","Stream Toolkit använder Webhooks för att ta emot PayPal-betalningsaviseringar, så det finns inget behov av att ange en API-nyckel.","Stream Toolkit využívá Webhooky k přijímání oznámení o platbách PayPal, takže není nutné zadávat klíč API."
docs/payments/paypal.md,9,## 步驟一：在 Stream Toolkit 取得 Webhook 網址,## 步骤一：在 Stream Toolkit 取得 Webhook 网址,## Step 1: Get the Webhook URL in Stream Toolkit,## Paso 1: Obtener la URL de Webhook en Stream Toolkit,## Paso 1: Obtener la URL de Webhook en Stream Toolkit,## Passo 1: Obter a URL do Webhook no Stream Toolkit,## Passo 1: Obter o URL do Webhook no Stream Toolkit,## ステップ 1：Stream Toolkit で Webhook URL を取得,## Шаг 1: Получите URL-адрес Webhook в Stream Toolkit,## Schritt 1: Webhook-URL in Stream Toolkit abrufen,## Étape 1 : Obtenir l'URL du Webhook dans Stream Toolkit,## 1단계: Stream Toolkit에서 Webhook URL 가져오기,## Krok 1: Uzyskaj adres URL Webhooka w Stream Toolkit,## Passaggio 1: Ottieni l'URL del Webhook in Stream Toolkit,## Stap 1: De Webhook-URL ophalen in Stream Toolkit,## Adım 1: Stream Toolkit'te Webhook URL'sini Alın,## ขั้นตอนที่ 1: รับ URL ของ Webhook ใน Stream Toolkit,## Langkah 1: Dapatkan URL Webhook di Stream Toolkit,## Bước 1: Lấy URL Webhook trong Stream Toolkit,## Steg 1: Hämta Webhook-URL:en i Stream Toolkit,## Krok 1: Získejte URL Webhooku v Stream Toolkit
docs/payments/paypal.md,11,1. 開啟 Stream Toolkit,1. 开启 Stream Toolkit,1. Open Stream Toolkit,1. Abre Stream Toolkit,1. Abre Stream Toolkit,1. Abra o Stream Toolkit,1. Abra o Stream Toolkit,1. Stream Toolkit を起動します,1. Откройте Stream Toolkit,1. Öffnen Sie Stream Toolkit,1. Ouvrez Stream Toolkit,1. Stream Toolkit을 엽니다,1. Otwórz Stream Toolkit,1. Apri Stream Toolkit,1. Open Stream Toolkit,1. Stream Toolkit'ı açın,1. เปิด Stream Toolkit,1. Buka Stream Toolkit,1. Mở Stream Toolkit,1. Öppna Stream Toolkit,1. Otevřete Stream Toolkit
docs/payments/paypal.md,12,2. 點選左下選單的 **設定**,2. 点选左下菜单的 **设置**,2. Click **Settings** in the bottom left menu,2. Haz clic en **Configuración** en el menú de la parte inferior izquierda,2. Haz clic en **Ajustes** en el menú de la parte inferior izquierda,2. Clique em **Configurações** no menu inferior esquerdo,2. Clique em **Definições** no menu inferior esquerdo,2. 左下のメニューの **設定** をクリックします,2. Нажмите **Настройки** в левом нижнем меню,2. Klicken Sie im linken unteren Menü auf **Einstellungen**,2. Cliquez sur **Réglages** dans le menu en bas à gauche,2. 왼쪽 아래 메뉴에서 **설정**을 클릭합니다,2. Kliknij **Ustawienia** w lewym dolnym menu,2. Clicca su **Impostazioni** nel menu in basso a sinistra,2. Klik op **Instellingen** in het menu linksonder,2. Sol alt menüdeki **Ayarlar** seçeneğine tıklayın,2. คลิกที่ **ตั้งค่า** ในเมนูด้านซ้ายล่าง,2. Klik **Pengaturan** pada menu kiri bawah,2. Nhấp vào **Cài đặt** ở menu phía dưới bên trái,2. Klicka på **Inställningar** i den nedre vänstra menyn,2. Klikněte na **Nastavení** v levém dolním menu
docs/payments/paypal.md,13,3. 找到 **贊助平台串接** → **PayPal**,3. 找到 **赞助平台对接** → **PayPal**,3. Find **Donation Platform Integration** → **PayPal**,3. Busca **Integración de plataformas de donaciones** → **PayPal**,3. Busca **Integración de plataformas de donación** → **PayPal**,3. Encontre **Integração de plataformas de doação** → **PayPal**,3. Encontre **Integração de plataformas de donativo** → **PayPal**,3. **サポートプラットフォーム連携** → **PayPal** を見つけます,3. Найдите **Интеграция платформ донатов** → **PayPal**,3. Suchen Sie **Spendenplattform-Anbindung** → **PayPal**,3. Trouvez **Intégration des plateformes de dons** → **PayPal**,3. **후원 플랫폼 연동** → **PayPal**을 찾습니다,3. Znajdź **Integracja platform wsparć** → **PayPal**,3. Trova **Integrazione piattaforme di donazione** → **PayPal**,3. Zoek naar **Donatieplatformkoppeling** → **PayPal**,3. **Bağış platformu entegrasyonu** → **PayPal** seçeneğini bulun,3. ค้นหา **การเชื่อมต่อแพลตฟอร์มสนับสนุน** → **PayPal**,3. Temukan **Integrasi platform donasi** → **PayPal**,3. Tìm **Kết nối nền tảng ủng hộ** → **PayPal**,3. Hitta **Donationsplattformar** → **PayPal**,3. V sekci **Napojení platforem pro příspěvky** najděte **PayPal**
docs/payments/paypal.md,14,4. 點擊 **取得網址** 按鈕,4. 点击 **获取网址** 按钮,4. Click the **Get URL** button,4. Haz clic en el botón **Obtener URL**,4. Haz clic en el botón **Obtener URL**,4. Clique no botão **Obter URL**,4. Clique no botão **Obter URL**,4. **URL を取得** ボタンをクリックします,4. Нажмите кнопку **Получить URL**,4. Klicken Sie auf die Schaltfläche **URL abrufen**,4. Cliquez sur le bouton **Obtenir l'URL**,4. **주소 받기** 버튼을 클릭합니다,4. Kliknij przycisk **Uzyskaj adres**,4. Clicca sul pulsante **Ottieni URL**,4. Klik op de knop **URL ophalen**,4. **Adresi al** butonuna tıklayın,4. คลิกปุ่ม **รับ URL**,4. Klik tombol **Dapatkan URL**,4. Nhấp vào nút **Lấy URL**,4. Klicka på knappen **Hämta adress**,4. Klikněte na tlačítko **Získat URL**
docs/payments/paypal.md,15,5. 網址產生後，點擊 **複製** 按鈕,5. 网址产生后，点击 **复制** 按钮,"5. Once the URL is generated, click the **Copy** button","5. Una vez generada la URL, haz clic en el botón **Copiar**","5. Una vez generada la URL, haz clic en el botón **Copiar**","5. Após a URL ser gerada, clique no botão **Copiar**","5. Após o URL ser gerado, clique no botão **Copiar**",5. URL が生成されたら、**コピー** ボタンをクリックします,5. После генерации URL-адреса нажмите кнопку **Копировать**,"5. Sobald die URL generiert wurde, klicken Sie auf die Schaltfläche **Kopieren**","5. Une fois l'URL générée, cliquez sur le bouton **Copier**",5. 주소가 생성되면 **복사** 버튼을 클릭합니다,5. Po wygenerowaniu adresu URL kliknij przycisk **Kopiuj**,"5. Una volta generato l'URL, clicca sul pulsante **Copia**",5. Klik na het genereren van de URL op de knop **Kopiëren**,5. URL oluşturulduktan sonra **Kopyala** butonuna tıklayın,5. หลังจากสร้าง URL แล้ว ให้คลิกปุ่ม **คัดลอก**,"5. Setelah URL dibuat, klik tombol **Salin**","5. Sau khi URL được tạo, nhấp vào nút **Sao chép**","5. När URL-adressen har skapats, klicka på knappen **Kopiera**",5. Po vygenerování URL klikněte na tlačítko **Kopírovat**
docs/payments/paypal.md,19,:::warning 注意,:::warning 注意,:::warning Warning,:::warning Advertencia,:::warning Atención,:::warning Atenção,:::warning Aviso,:::warning 注意,:::warning Внимание,:::warning Achtung,:::warning Attention,:::warning 주의,:::warning Uwaga,:::warning Attenzione,:::warning Waarschuwing,:::warning Uyarı,:::warning ข้อควรระวัง,:::warning Peringatan,:::warning Chú ý,:::warning Varning,:::warning Upozornění
docs/payments/paypal.md,20,Webhook 網址含有專屬 token，請勿公開分享。若懷疑外洩，可點擊**重新取得網址**換發新網址（舊網址會立即失效）。,Webhook 网址含有专属 token，请勿公开分享。若怀疑外泄，可点击**重新获取网址**换发新网址（旧网址会立即失效）。,"The Webhook URL contains a private token; please do not share it publicly. If you suspect it has been leaked, you can click **Regenerate URL** to issue a new one (the old URL will become invalid immediately).","La URL de Webhook contiene un token exclusivo, por lo que no debes compartirla públicamente. Si sospechas que se ha filtrado, puedes hacer clic en **Volver a obtener URL** para emitir una nueva (la URL anterior quedará invalidada de inmediato).","La URL del Webhook contiene un token exclusivo, por lo que no debes compartirla públicamente. Si sospechas que se ha filtrado, puedes hacer clic en **Volver a obtener la URL** para emitir una nueva (la URL anterior quedará invalidada de inmediato).","A URL do Webhook contém um token exclusivo, não a compartilhe publicamente. Se suspeitar de vazamento, clique em **Obter URL novamente** para gerar uma nova URL (a antiga será invalidada imediatamente).","O URL do Webhook contém um token exclusivo, não o partilhe publicamente. Se suspeitar de fuga de informação, pode clicar em **Obter novo URL** para gerar um novo URL (o antigo será invalidado imediatamente).",Webhook URL には専用の token が含まれているため、公開しないでください。漏洩の疑いがある場合は、**URL を再取得** をクリックして新しい URL を発行できます（古い URL はすぐに無効になります）。,"URL-адрес Webhook содержит эксклюзивный token, пожалуйста, не делитесь им публично. Если вы подозреваете утечку, вы можете нажать **Получить URL заново**, чтобы получить новый адрес (старый URL-адрес сразу же станет недействительным).","Die Webhook-URL enthält ein exklusives token, bitte teilen Sie diese nicht öffentlich. Wenn Sie den Verdacht haben, dass sie durchgesickert ist, können Sie auf **URL neu abrufen** klicken, um eine neue auszustellen (die alte URL wird sofort ungültig).","L'URL du Webhook contient un token exclusif, veuillez ne pas la partager publiquement. Si vous soupçonnez une fuite, vous pouvez cliquer sur **Régénérer l'URL** para en générer une nouvelle (l'ancienne URL deviendra immédiatement invalide).","Webhook 주소에는 전용 token이 포함되어 있으므로 공개적으로 공유하지 마십시오. 유출이 의심되는 경우, **주소 다시 받기**를 클릭하여 새 주소를 발급받을 수 있습니다 (기존 주소는 즉시 무효화됩니다).","Adres URL Webhooka zawiera ekskluzywny token, nie udostępniaj go publicznie. Jeśli podejrzewasz wyciek, możesz kliknąć **Uzyskaj adres ponownie**, aby wygenerować nowy adres (stary adres natychmiast straci ważność).","L'URL del Webhook contiene un token esclusivo, si prega di non condividerlo pubblicamente. Se si sospetta una fuga di dati, è possibile cliccare su **Rigenera URL** per emettere un nuovo URL (il vecchio URL diventerà immediatamente non valido).","De Webhook-URL bevat een exclusief token, deel deze niet openbaar. Als u vermoedt dat deze is gelekt, kunt u op **URL opnieuw ophalen** klikken om een nieuwe aan te vragen (de oude URL vervalt onmiddellijk).","Webhook URL'si size özel bir token içerir, lütfen herkese açık olarak paylaşmayın. Sızdırıldığından şüpheleniyorsanız, yeni bir URL oluşturmak için **Adresi yeniden al** butonuna tıklayabilirsiniz (eski URL anında geçersiz olacaktır).",URL ของ Webhook มี token เฉพาะตัว โปรดอย่าแชร์ต่อสาธารณะ หากสงสัยว่ารั่วไหล คุณสามารถคลิก **รับ URL ใหม่** เพื่อออก URL ใหม่ได้ (URL เก่าจะใช้งานไม่ได้ทันที),"URL Webhook berisi token eksklusif, jangan dibagikan secara publik. Jika menduga adanya kebocoran, Anda dapat mengeklik **Dapatkan URL ulang** untuk menerbitkan URL baru (URL lama akan segera tidak valid).","URL Webhook chứa token độc quyền, vui lòng không chia sẻ công khai. Nếu nghi ngờ bị rò rỉ, bạn có thể nhấp vào **Lấy lại URL** để cấp lại URL mới (URL cũ sẽ lập tức mất hiệu lực).","Webhook-URL:en innehåller ett exklusivt token, dela den inte offentligt. Om du misstänker att den har läckt ut kan du klicka på **Hämta ny adress** för att skapa en ny (den gamla URL:en blir ogiltig omedelbart).","URL Webhooku obsahuje exkluzivní token, nesdílejte jej veřejně. Pokud máte podezření na únik, můžete kliknutím na **Získat URL znovu** vygenerovat novou URL (stará URL okamžitě ztratí platnost)."
docs/payments/paypal.md,23,## 步驟二：登入 PayPal 開發者後台,## 步骤二：登录 PayPal 开发者后台,## Step 2: Log in to the PayPal Developer Dashboard,## Paso 2: Iniciar sesión en el panel de desarrolladores de PayPal,## Paso 2: Iniciar sesión en el panel de desarrolladores de PayPal,## Passo 2: Fazer login no Painel do Desenvolvedor do PayPal,## Passo 2: Iniciar sessão no Painel de Desenvolvedor do PayPal,## ステップ 2：PayPal デベロッパーダッシュボードにログイン,## Шаг 2: Войдите в панель разработчика PayPal,## Schritt 2: Im PayPal Developer Dashboard anmelden,## Étape 2 : Se connecter au tableau de bord des développeurs PayPal,## 2단계: PayPal 개발자 대시보드 로그인,## Krok 2: Zaloguj się do panelu deweloperskiego PayPal,## Passaggio 2: Accedi alla dashboard sviluppatori di PayPal,## Stap 2: Inloggen op het PayPal Developer Dashboard,## Adım 2: PayPal Geliştirici Panelinde Oturum Açın,## ขั้นตอนที่ 2: ลงชื่อเข้าใช้หลังบ้านผู้พัฒนาของ PayPal,## Langkah 2: Login ke Dasbor Developer PayPal,## Bước 2: Đăng nhập vào Trang quản trị nhà phát triển PayPal,## Steg 2: Logga in på PayPal Developer Dashboard,## Krok 2: Přihlaste se do vývojářského centra PayPal
docs/payments/paypal.md,25,1. 前往 [PayPal Developer](https://developer.paypal.com),1. 前往 [PayPal Developer](https://developer.paypal.com),1. Go to [PayPal Developer](https://developer.paypal.com),1. Ve a [PayPal Developer](https://developer.paypal.com),1. Ve a [PayPal Developer](https://developer.paypal.com),1. Acesse o [PayPal Developer](https://developer.paypal.com),1. Aceda ao [PayPal Developer](https://developer.paypal.com),1. [PayPal Developer](https://developer.paypal.com) に移動します,1. Перейдите на [PayPal Developer](https://developer.paypal.com),1. Rufen Sie [PayPal Developer](https://developer.paypal.com) auf,1. Accédez à [PayPal Developer](https://developer.paypal.com),1. [PayPal Developer](https://developer.paypal.com)로 이동합니다,1. Przejdź do [PayPal Developer](https://developer.paypal.com),1. Vai su [PayPal Developer](https://developer.paypal.com),1. Ga naar [PayPal Developer](https://developer.paypal.com),1. [PayPal Developer](https://developer.paypal.com) adresine gidin,1. ไปที่ [PayPal Developer](https://developer.paypal.com),1. Buka [PayPal Developer](https://developer.paypal.com),1. Truy cập [PayPal Developer](https://developer.paypal.com),1. Gå till [PayPal Developer](https://developer.paypal.com),1. Přejdete na [PayPal Developer](https://developer.paypal.com)
